year,ind,age,sex,life_history,territory
3,159,3,female,floater,
3,160,3,female,floater,
3,161,3,female,floater,
3,162,3,female,floater,
3,163,3,female,floater,
3,164,3,female,floater,
3,165,3,female,floater,
3,166,3,female,floater,
3,167,3,female,floater,
3,168,3,female,floater,
3,169,3,female,floater,
3,170,3,female,floater,
3,171,3,female,floater,
3,172,3,female,floater,
3,173,3,female,floater,
3,174,3,female,floater,
3,175,3,female,floater,
3,176,3,female,primary,1.0
3,177,3,female,floater,
3,178,3,female,floater,
3,179,3,female,floater,
3,180,3,female,primary,5.0
3,182,3,female,floater,
3,183,3,female,floater,
3,184,3,female,floater,
3,185,3,female,floater,
3,186,3,female,floater,
3,187,3,female,floater,
3,188,3,female,floater,
3,189,3,female,floater,
3,190,3,female,floater,
3,191,3,female,floater,
3,192,3,female,floater,
3,193,3,female,floater,
3,194,3,female,floater,
3,195,3,female,floater,
3,196,3,female,floater,
3,197,3,female,floater,
3,198,3,female,floater,
3,199,3,female,floater,
3,200,3,female,floater,
3,201,3,female,floater,
3,202,3,female,floater,
3,203,3,female,floater,
3,204,3,female,floater,
3,205,3,female,floater,
3,206,3,female,floater,
3,207,3,female,floater,
3,208,3,female,floater,
3,209,3,female,floater,
3,210,3,female,primary,3.0
3,211,3,female,floater,
3,212,3,female,floater,
3,213,3,female,floater,
3,215,3,female,floater,
3,216,3,female,floater,
3,217,3,female,floater,
3,218,3,female,floater,
3,219,3,female,floater,
3,220,3,female,floater,
3,221,3,female,floater,
3,222,3,female,floater,
3,223,3,female,floater,
3,224,3,female,floater,
3,225,3,female,floater,
3,226,3,female,floater,
3,229,3,female,floater,
3,230,3,female,floater,
3,231,3,female,floater,
3,232,3,female,floater,
3,234,3,female,floater,
3,235,3,female,floater,
3,236,3,female,floater,
3,237,3,female,floater,
3,238,3,female,floater,
3,239,3,female,floater,
3,240,3,female,floater,
3,241,3,female,floater,
3,243,3,female,floater,
3,244,3,female,floater,
3,245,3,female,floater,
3,246,3,female,floater,
3,247,3,female,floater,
3,248,3,female,floater,
3,249,3,female,floater,
3,250,3,female,floater,
3,251,3,female,floater,
3,252,3,female,floater,
3,253,3,female,floater,
3,254,3,female,floater,
3,256,3,female,floater,
3,257,3,female,floater,
3,258,3,female,floater,
3,259,3,female,floater,
3,260,3,female,floater,
3,261,3,female,floater,
3,262,3,female,floater,
3,263,3,female,floater,
3,264,3,female,floater,
3,265,3,female,floater,
3,266,3,female,floater,
3,267,3,female,floater,
3,268,3,female,floater,
3,269,3,female,floater,
3,270,3,female,floater,
3,271,3,female,floater,
3,273,3,female,floater,
3,274,3,female,floater,
3,275,3,female,floater,
3,276,3,female,floater,
3,277,3,female,floater,
3,278,3,female,floater,
3,279,3,female,floater,
3,280,3,female,floater,
3,281,3,female,floater,
3,282,3,female,floater,
3,283,3,female,floater,
3,284,3,female,floater,
3,285,3,female,floater,
3,286,3,female,floater,
3,287,3,female,floater,
3,288,3,female,floater,
3,289,3,female,floater,
3,290,3,female,primary,4.0
3,291,3,female,floater,
3,292,3,female,floater,
3,293,3,female,floater,
3,294,3,female,floater,
3,295,3,female,floater,
3,296,3,female,floater,
3,297,3,female,floater,
3,298,3,female,floater,
3,299,3,female,floater,
3,300,3,male,floater,
3,301,2,female,subordinate,3.0
3,302,2,male,floater,
3,303,1,female,subordinate,3.0
3,304,1,female,subordinate,3.0
3,305,1,female,subordinate,4.0
3,306,1,male,subordinate,5.0
3,307,0,female,fledgling,1.0
3,308,0,male,fledgling,3.0
3,309,0,female,fledgling,3.0
3,310,0,male,fledgling,3.0
3,311,0,female,fledgling,3.0
3,312,0,male,fledgling,4.0
3,313,0,male,fledgling,4.0
3,314,0,male,fledgling,5.0
4,0,4,male,primary,1.0
4,1,4,male,floater,
4,3,4,male,primary,4.0
4,4,4,male,primary,5.0
4,6,4,male,floater,
4,7,4,male,floater,
4,8,4,male,floater,
4,9,4,male,floater,
4,10,4,male,floater,
4,11,4,male,floater,
4,12,4,male,floater,
4,13,4,male,floater,
4,14,4,male,floater,
4,15,4,male,floater,
4,16,4,male,floater,
4,17,4,male,floater,
4,18,4,male,floater,
4,19,4,male,floater,
4,20,4,male,floater,
4,21,4,male,floater,
4,22,4,male,floater,
4,23,4,male,floater,
4,24,4,male,floater,
4,25,4,male,floater,
4,26,4,male,floater,
4,27,4,male,floater,
4,28,4,male,floater,
4,29,4,male,floater,
4,30,4,male,floater,
4,31,4,male,floater,
4,33,4,male,floater,
4,35,4,male,floater,
4,36,4,male,floater,
4,37,4,male,floater,
4,39,4,male,floater,
4,40,4,male,floater,
4,41,4,male,floater,
4,42,4,male,floater,
4,43,4,male,floater,
4,44,4,male,floater,
4,45,4,male,floater,
4,46,4,male,floater,
4,47,4,male,floater,
4,48,4,male,floater,
4,49,4,male,floater,
4,50,4,male,floater,
4,51,4,male,floater,
4,52,4,male,floater,
4,53,4,male,floater,
4,54,4,male,floater,
4,55,4,male,floater,
4,56,4,male,floater,
4,57,4,male,floater,
4,58,4,male,floater,
4,60,4,male,floater,
4,61,4,male,floater,
4,62,4,male,floater,
4,63,4,male,floater,
4,64,4,male,floater,
4,65,4,male,floater,
4,66,4,male,floater,
4,67,4,male,floater,
4,69,4,male,floater,
4,70,4,male,floater,
4,71,4,male,floater,
4,72,4,male,floater,
4,73,4,male,floater,
4,74,4,male,floater,
4,75,4,male,floater,
4,76,4,male,floater,
4,77,4,male,floater,
4,78,4,male,floater,
4,80,4,male,floater,
4,81,4,male,floater,
4,82,4,male,floater,
4,83,4,male,floater,
4,85,4,male,floater,
4,86,4,male,floater,
4,87,4,male,floater,
4,88,4,male,floater,
4,89,4,male,floater,
4,90,4,male,floater,
4,91,4,male,floater,
4,92,4,male,floater,
4,93,4,male,floater,
4,94,4,male,floater,
4,95,4,male,floater,
4,96,4,male,floater,
4,97,4,male,floater,
4,98,4,male,floater,
4,99,4,male,floater,
4,100,4,male,floater,
4,101,4,male,floater,
4,102,4,male,floater,
4,103,4,male,floater,
4,104,4,male,floater,
4,105,4,male,floater,
4,106,4,male,floater,
4,107,4,male,floater,
4,108,4,male,floater,
4,109,4,male,floater,
4,111,4,male,floater,
4,112,4,male,floater,
4,113,4,male,floater,
4,114,4,male,floater,
4,115,4,male,floater,
4,116,4,male,floater,
4,117,4,male,floater,
4,118,4,male,floater,
4,119,4,male,floater,
4,120,4,male,floater,
4,121,4,male,floater,
4,123,4,male,floater,
4,124,4,male,floater,
4,125,4,male,floater,
4,126,4,male,floater,
4,127,4,male,floater,
4,128,4,male,floater,
4,129,4,male,floater,
4,130,4,male,floater,
4,131,4,male,floater,
4,132,4,male,floater,
4,133,4,male,floater,
4,134,4,male,floater,
4,135,4,male,floater,
4,136,4,male,floater,
4,137,4,male,floater,
4,138,4,male,floater,
4,139,4,male,floater,
4,140,4,male,floater,
4,141,4,male,floater,
4,142,4,male,floater,
4,143,4,male,floater,
4,144,4,male,floater,
4,145,4,male,floater,
4,146,4,male,floater,
4,147,4,male,floater,
4,148,4,male,floater,
4,150,4,female,floater,
4,151,4,female,floater,
4,152,4,female,floater,
4,153,4,female,floater,
4,154,4,female,floater,
4,155,4,female,floater,
4,156,4,female,floater,
4,157,4,female,floater,
4,158,4,female,floater,
4,159,4,female,floater,
4,160,4,female,floater,
4,161,4,female,floater,
4,162,4,female,floater,
4,163,4,female,floater,
4,164,4,female,floater,
4,165,4,female,floater,
4,166,4,female,floater,
4,167,4,female,floater,
4,168,4,female,floater,
4,169,4,female,floater,
4,170,4,female,floater,
4,171,4,female,floater,
4,172,4,female,floater,
4,173,4,female,floater,
4,174,4,female,floater,
4,175,4,female,floater,
4,176,4,female,primary,1.0
4,177,4,female,floater,
4,178,4,female,floater,
4,179,4,female,floater,
4,180,4,female,primary,5.0
4,182,4,female,floater,
4,183,4,female,floater,
4,184,4,female,floater,
4,185,4,female,floater,
4,186,4,female,floater,
4,187,4,female,floater,
4,188,4,female,floater,
4,189,4,female,floater,
4,190,4,female,floater,
4,191,4,female,floater,
4,192,4,female,floater,
4,193,4,female,floater,
4,194,4,female,floater,
4,195,4,female,floater,
4,196,4,female,floater,
4,197,4,female,floater,
4,198,4,female,floater,
4,199,4,female,floater,
4,200,4,female,floater,
4,201,4,female,floater,
4,202,4,female,floater,
4,203,4,female,floater,
4,204,4,female,floater,
4,205,4,female,floater,
4,206,4,female,floater,
4,207,4,female,floater,
4,208,4,female,floater,
4,209,4,female,floater,
4,210,4,female,primary,3.0
4,211,4,female,floater,
4,212,4,female,floater,
4,213,4,female,floater,
4,215,4,female,floater,
4,216,4,female,floater,
4,217,4,female,floater,
4,218,4,female,floater,
4,219,4,female,floater,
4,220,4,female,floater,
4,221,4,female,floater,
4,222,4,female,floater,
4,223,4,female,floater,
4,224,4,female,floater,
4,225,4,female,floater,
4,226,4,female,floater,
4,229,4,female,floater,
4,230,4,female,floater,
4,231,4,female,floater,
4,232,4,female,floater,
4,234,4,female,floater,
4,235,4,female,floater,
4,236,4,female,floater,
4,237,4,female,floater,
4,238,4,female,floater,
4,239,4,female,floater,
4,240,4,female,floater,
4,241,4,female,floater,
4,243,4,female,floater,
4,244,4,female,floater,
4,245,4,female,floater,
4,246,4,female,floater,
4,247,4,female,floater,
4,248,4,female,floater,
4,249,4,female,floater,
4,250,4,female,floater,
4,251,4,female,floater,
4,253,4,female,floater,
4,254,4,female,floater,
4,256,4,female,floater,
4,257,4,female,floater,
4,258,4,female,floater,
4,259,4,female,floater,
4,260,4,female,floater,
4,261,4,female,floater,
4,262,4,female,floater,
4,263,4,female,floater,
4,264,4,female,floater,
4,265,4,female,floater,
4,266,4,female,floater,
4,267,4,female,floater,
4,268,4,female,floater,
4,269,4,female,floater,
4,270,4,female,floater,
4,271,4,female,floater,
4,273,4,female,floater,
4,274,4,female,floater,
4,275,4,female,floater,
4,276,4,female,floater,
4,277,4,female,floater,
4,278,4,female,floater,
4,279,4,female,floater,
4,280,4,female,floater,
4,281,4,female,floater,
4,282,4,female,floater,
4,283,4,female,floater,
4,284,4,female,floater,
4,285,4,female,floater,
4,286,4,female,floater,
4,287,4,female,floater,
4,288,4,female,floater,
4,289,4,female,floater,
4,290,4,female,primary,4.0
4,291,4,female,floater,
4,292,4,female,floater,
4,293,4,female,floater,
4,294,4,female,floater,
4,295,4,female,floater,
4,296,4,female,floater,
4,297,4,female,floater,
4,298,4,female,floater,
4,299,4,female,floater,
4,300,4,male,floater,
4,302,3,male,floater,
4,303,2,female,subordinate,3.0
4,304,2,female,subordinate,3.0
4,306,2,male,subordinate,5.0
4,307,1,female,subordinate,1.0
4,309,1,female,subordinate,3.0
4,310,1,male,subordinate,3.0
4,312,1,male,floater,
4,313,1,male,subordinate,4.0
4,314,1,male,subordinate,5.0
4,315,0,male,fledgling,1.0
4,316,0,female,fledgling,3.0
4,317,0,male,fledgling,3.0
4,318,0,male,fledgling,3.0
4,319,0,male,fledgling,3.0
4,320,0,female,fledgling,3.0
4,321,0,male,fledgling,3.0
4,322,0,female,fledgling,4.0
4,323,0,female,fledgling,4.0
4,324,0,male,fledgling,5.0
5,0,5,male,primary,1.0
5,3,5,male,primary,4.0
5,4,5,male,primary,5.0
5,6,5,male,floater,
5,7,5,male,floater,
5,8,5,male,floater,
5,9,5,male,floater,
5,10,5,male,floater,
5,11,5,male,floater,
5,12,5,male,floater,
5,13,5,male,floater,
5,14,5,male,floater,
5,15,5,male,floater,
5,16,5,male,floater,
5,17,5,male,floater,
5,18,5,male,floater,
5,19,5,male,floater,
5,20,5,male,floater,
5,21,5,male,floater,
5,22,5,male,floater,
5,23,5,male,floater,
5,24,5,male,floater,
5,25,5,male,floater,
5,26,5,male,floater,
5,27,5,male,floater,
5,28,5,male,floater,
5,29,5,male,floater,
5,30,5,male,floater,
5,31,5,male,floater,
5,33,5,male,floater,
5,35,5,male,floater,
5,36,5,male,floater,
5,37,5,male,floater,
5,39,5,male,floater,
5,40,5,male,floater,
5,41,5,male,floater,
5,42,5,male,floater,
5,43,5,male,floater,
5,44,5,male,floater,
5,45,5,male,floater,
5,46,5,male,floater,
5,47,5,male,floater,
5,48,5,male,floater,
5,49,5,male,floater,
5,50,5,male,floater,
5,51,5,male,floater,
5,52,5,male,floater,
5,53,5,male,floater,
5,54,5,male,floater,
5,55,5,male,floater,
5,56,5,male,floater,
5,57,5,male,floater,
5,58,5,male,floater,
5,60,5,male,floater,
5,61,5,male,floater,
5,62,5,male,floater,
5,63,5,male,floater,
5,64,5,male,floater,
5,65,5,male,floater,
5,66,5,male,floater,
5,67,5,male,floater,
5,69,5,male,floater,
5,70,5,male,floater,
5,71,5,male,floater,
5,72,5,male,floater,
5,73,5,male,floater,
5,74,5,male,floater,
5,75,5,male,floater,
5,76,5,male,floater,
5,77,5,male,floater,
5,78,5,male,floater,
5,80,5,male,floater,
5,81,5,male,floater,
5,82,5,male,floater,
5,83,5,male,floater,
5,85,5,male,floater,
5,86,5,male,floater,
5,87,5,male,floater,
5,88,5,male,floater,
5,89,5,male,floater,
5,90,5,male,floater,
5,91,5,male,floater,
5,92,5,male,floater,
5,93,5,male,floater,
5,94,5,male,floater,
5,95,5,male,floater,
5,96,5,male,floater,
5,97,5,male,floater,
5,98,5,male,floater,
5,99,5,male,floater,
5,100,5,male,floater,
5,101,5,male,floater,
5,102,5,male,floater,
5,103,5,male,floater,
5,104,5,male,floater,
5,105,5,male,floater,
5,106,5,male,floater,
5,107,5,male,floater,
5,108,5,male,floater,
5,109,5,male,floater,
5,111,5,male,floater,
5,112,5,male,floater,
5,113,5,male,floater,
5,114,5,male,floater,
5,115,5,male,floater,
5,116,5,male,floater,
5,117,5,male,floater,
5,119,5,male,floater,
5,120,5,male,floater,
5,121,5,male,floater,
5,123,5,male,floater,
5,124,5,male,floater,
5,125,5,male,floater,
5,126,5,male,floater,
5,127,5,male,floater,
5,128,5,male,floater,
5,129,5,male,floater,
5,130,5,male,floater,
5,133,5,male,floater,
5,134,5,male,floater,
5,135,5,male,floater,
5,136,5,male,floater,
5,137,5,male,floater,
5,138,5,male,floater,
5,139,5,male,floater,
5,140,5,male,floater,
5,141,5,male,floater,
5,142,5,male,floater,
5,143,5,male,floater,
5,144,5,male,floater,
5,145,5,male,floater,
5,146,5,male,floater,
5,147,5,male,floater,
5,148,5,male,floater,
5,150,5,female,floater,
5,151,5,female,floater,
5,153,5,female,floater,
5,154,5,female,floater,
5,155,5,female,floater,
5,156,5,female,floater,
5,157,5,female,floater,
5,158,5,female,floater,
5,159,5,female,floater,
5,160,5,female,floater,
5,161,5,female,floater,
5,162,5,female,floater,
5,163,5,female,floater,
5,164,5,female,floater,
5,165,5,female,floater,
5,166,5,female,floater,
5,167,5,female,floater,
5,168,5,female,floater,
5,169,5,female,floater,
5,170,5,female,floater,
5,171,5,female,floater,
5,172,5,female,floater,
5,173,5,female,floater,
5,174,5,female,floater,
5,175,5,female,floater,
5,176,5,female,primary,1.0
5,177,5,female,floater,
5,178,5,female,floater,
5,179,5,female,floater,
5,180,5,female,primary,5.0
5,182,5,female,floater,
5,183,5,female,floater,
5,184,5,female,floater,
5,185,5,female,floater,
5,186,5,female,floater,
5,187,5,female,floater,
5,188,5,female,floater,
5,189,5,female,floater,
5,190,5,female,floater,
5,191,5,female,floater,
5,192,5,female,floater,
5,193,5,female,floater,
5,194,5,female,floater,
5,195,5,female,floater,
5,196,5,female,floater,
5,197,5,female,floater,
5,198,5,female,floater,
5,200,5,female,floater,
5,201,5,female,floater,
5,202,5,female,floater,
5,203,5,female,floater,
5,204,5,female,floater,
5,205,5,female,floater,
5,206,5,female,floater,
5,207,5,female,floater,
5,208,5,female,floater,
5,209,5,female,floater,
5,211,5,female,floater,
5,212,5,female,floater,
5,213,5,female,floater,
5,215,5,female,floater,
5,216,5,female,floater,
5,217,5,female,floater,
5,218,5,female,floater,
5,219,5,female,floater,
5,220,5,female,floater,
5,221,5,female,floater,
5,222,5,female,floater,
5,223,5,female,floater,
5,224,5,female,floater,
5,225,5,female,floater,
5,226,5,female,floater,
5,229,5,female,floater,
5,230,5,female,floater,
5,231,5,female,floater,
5,232,5,female,floater,
5,234,5,female,floater,
5,235,5,female,floater,
5,236,5,female,floater,
5,237,5,female,floater,
5,238,5,female,floater,
5,239,5,female,floater,
5,240,5,female,floater,
5,241,5,female,floater,
5,243,5,female,floater,
5,244,5,female,floater,
5,245,5,female,floater,
5,246,5,female,floater,
5,247,5,female,floater,
5,248,5,female,floater,
5,249,5,female,floater,
5,250,5,female,floater,
5,251,5,female,floater,
5,253,5,female,floater,
5,254,5,female,floater,
5,256,5,female,floater,
5,257,5,female,floater,
5,258,5,female,floater,
5,259,5,female,floater,
5,260,5,female,floater,
5,261,5,female,floater,
5,262,5,female,floater,
5,263,5,female,floater,
5,264,5,female,floater,
5,265,5,female,floater,
5,266,5,female,floater,
5,267,5,female,floater,
5,268,5,female,floater,
5,269,5,female,floater,
5,270,5,female,floater,
5,271,5,female,floater,
5,273,5,female,floater,
5,274,5,female,floater,
5,275,5,female,floater,
5,276,5,female,floater,
5,277,5,female,floater,
5,278,5,female,floater,
5,279,5,female,floater,
5,280,5,female,floater,
5,281,5,female,floater,
5,282,5,female,floater,
5,283,5,female,floater,
5,284,5,female,floater,
5,285,5,female,floater,
5,286,5,female,floater,
5,287,5,female,floater,
5,288,5,female,floater,
5,289,5,female,floater,
5,290,5,female,primary,4.0
5,291,5,female,floater,
5,292,5,female,floater,
5,293,5,female,floater,
5,294,5,female,floater,
5,295,5,female,floater,
5,296,5,female,floater,
5,297,5,female,floater,
5,299,5,female,floater,
5,300,5,male,floater,
5,302,4,male,floater,
5,304,3,female,subordinate,3.0
5,306,3,male,subordinate,5.0
5,307,2,female,floater,
5,310,2,male,subordinate,3.0
5,312,2,male,floater,
5,313,2,male,subordinate,4.0
5,314,2,male,subordinate,5.0
5,315,1,male,floater,
5,316,1,female,floater,
5,317,1,male,floater,
5,318,1,male,floater,
5,319,1,male,floater,
5,320,1,female,floater,
5,321,1,male,floater,
5,322,1,female,subordinate,4.0
5,323,1,female,subordinate,4.0
5,324,1,male,subordinate,5.0
5,325,0,male,fledgling,1.0
5,326,0,female,fledgling,3.0
5,327,0,female,fledgling,3.0
5,328,0,male,fledgling,3.0
5,329,0,female,fledgling,3.0
5,330,0,female,fledgling,4.0
5,331,0,female,fledgling,4.0
5,332,0,female,fledgling,4.0
5,333,0,male,fledgling,5.0
6,0,6,male,primary,1.0
6,3,6,male,primary,4.0
6,4,6,male,primary,5.0
6,6,6,male,floater,
6,7,6,male,floater,
6,8,6,male,floater,
6,9,6,male,floater,
6,10,6,male,floater,
6,11,6,male,floater,
6,12,6,male,floater,
6,13,6,male,floater,
6,14,6,male,floater,
6,15,6,male,floater,
6,16,6,male,floater,
6,17,6,male,floater,
6,18,6,male,floater,
6,19,6,male,floater,
6,20,6,male,floater,
6,21,6,male,floater,
6,22,6,male,floater,
6,23,6,male,floater,
6,24,6,male,floater,
6,25,6,male,floater,
6,26,6,male,floater,
6,27,6,male,floater,
6,28,6,male,floater,
6,29,6,male,floater,
6,30,6,male,floater,
6,31,6,male,floater,
6,33,6,male,floater,
6,35,6,male,floater,
6,36,6,male,floater,
6,37,6,male,floater,
6,39,6,male,floater,
6,40,6,male,floater,
6,41,6,male,floater,
6,42,6,male,floater,
6,43,6,male,floater,
6,44,6,male,floater,
6,45,6,male,floater,
6,46,6,male,floater,
6,47,6,male,floater,
6,48,6,male,floater,
6,49,6,male,floater,
6,50,6,male,floater,
6,51,6,male,floater,
6,52,6,male,floater,
6,53,6,male,floater,
6,54,6,male,floater,
6,55,6,male,floater,
6,56,6,male,floater,
6,57,6,male,floater,
6,58,6,male,floater,
6,60,6,male,floater,
6,61,6,male,floater,
6,62,6,male,floater,
6,63,6,male,floater,
6,64,6,male,floater,
6,65,6,male,floater,
6,66,6,male,floater,
6,67,6,male,floater,
6,69,6,male,floater,
6,70,6,male,floater,
6,71,6,male,floater,
6,72,6,male,floater,
6,73,6,male,floater,
6,74,6,male,floater,
6,75,6,male,floater,
6,76,6,male,floater,
6,77,6,male,floater,
6,78,6,male,floater,
6,80,6,male,floater,
6,81,6,male,floater,
6,82,6,male,floater,
6,83,6,male,floater,
6,85,6,male,floater,
6,86,6,male,floater,
6,87,6,male,floater,
6,88,6,male,floater,
6,89,6,male,floater,
6,90,6,male,floater,
6,91,6,male,floater,
6,92,6,male,floater,
6,93,6,male,floater,
6,94,6,male,floater,
6,95,6,male,floater,
6,96,6,male,floater,
6,97,6,male,floater,
6,98,6,male,floater,
6,99,6,male,floater,
6,100,6,male,floater,
6,101,6,male,floater,
6,102,6,male,floater,
6,103,6,male,floater,
6,104,6,male,floater,
6,105,6,male,floater,
6,106,6,male,floater,
6,107,6,male,floater,
6,108,6,male,floater,
6,109,6,male,floater,
6,111,6,male,floater,
6,112,6,male,floater,
6,113,6,male,floater,
6,114,6,male,floater,
6,115,6,male,floater,
6,116,6,male,floater,
6,117,6,male,floater,
6,119,6,male,floater,
6,120,6,male,floater,
6,121,6,male,floater,
6,123,6,male,floater,
6,124,6,male,floater,
6,125,6,male,floater,
6,126,6,male,floater,
6,127,6,male,floater,
6,128,6,male,floater,
6,129,6,male,floater,
6,130,6,male,floater,
6,133,6,male,floater,
6,134,6,male,floater,
6,135,6,male,floater,
6,136,6,male,floater,
6,137,6,male,floater,
6,138,6,male,floater,
6,139,6,male,floater,
6,140,6,male,floater,
6,141,6,male,floater,
6,142,6,male,floater,
6,143,6,male,floater,
6,144,6,male,floater,
6,145,6,male,floater,
6,146,6,male,floater,
6,147,6,male,floater,
6,148,6,male,floater,
6,150,6,female,floater,
6,151,6,female,floater,
6,153,6,female,floater,
6,154,6,female,floater,
6,155,6,female,floater,
6,156,6,female,floater,
6,157,6,female,floater,
6,158,6,female,floater,
6,159,6,female,floater,
6,160,6,female,floater,
6,161,6,female,floater,
6,162,6,female,floater,
6,163,6,female,floater,
6,164,6,female,floater,
6,165,6,female,floater,
6,166,6,female,floater,
6,167,6,female,floater,
6,168,6,female,floater,
6,169,6,female,floater,
6,170,6,female,floater,
6,171,6,female,floater,
6,172,6,female,floater,
6,173,6,female,floater,
6,174,6,female,floater,
6,175,6,female,floater,
6,176,6,female,primary,1.0
6,177,6,female,floater,
6,178,6,female,floater,
6,179,6,female,floater,
6,180,6,female,primary,5.0
6,182,6,female,floater,
6,183,6,female,floater,
6,184,6,female,floater,
6,185,6,female,floater,
6,186,6,female,floater,
6,187,6,female,floater,
6,188,6,female,floater,
6,189,6,female,floater,
6,190,6,female,floater,
6,191,6,female,floater,
6,192,6,female,floater,
6,193,6,female,floater,
6,194,6,female,floater,
6,195,6,female,floater,
6,196,6,female,floater,
6,197,6,female,floater,
6,198,6,female,floater,
6,200,6,female,floater,
6,201,6,female,floater,
6,202,6,female,floater,
6,203,6,female,floater,
6,204,6,female,floater,
6,205,6,female,floater,
6,206,6,female,floater,
6,207,6,female,floater,
6,208,6,female,floater,
6,209,6,female,floater,
6,211,6,female,floater,
6,212,6,female,floater,
6,213,6,female,floater,
6,215,6,female,floater,
6,216,6,female,floater,
6,217,6,female,floater,
6,218,6,female,floater,
6,219,6,female,floater,
6,220,6,female,floater,
6,221,6,female,floater,
6,222,6,female,floater,
6,223,6,female,floater,
6,224,6,female,floater,
6,225,6,female,floater,
6,226,6,female,floater,
6,229,6,female,floater,
6,230,6,female,floater,
6,231,6,female,floater,
6,232,6,female,floater,
6,234,6,female,floater,
6,235,6,female,floater,
6,236,6,female,floater,
6,237,6,female,floater,
6,238,6,female,floater,
6,239,6,female,floater,
6,240,6,female,floater,
6,241,6,female,floater,
6,243,6,female,floater,
6,244,6,female,floater,
6,245,6,female,floater,
6,246,6,female,floater,
6,247,6,female,floater,
6,248,6,female,floater,
6,249,6,female,floater,
6,250,6,female,floater,
6,251,6,female,floater,
6,253,6,female,floater,
6,254,6,female,floater,
6,256,6,female,floater,
6,257,6,female,floater,
6,258,6,female,floater,
6,259,6,female,floater,
6,260,6,female,floater,
6,261,6,female,floater,
6,262,6,female,floater,
6,263,6,female,floater,
6,264,6,female,floater,
6,265,6,female,floater,
6,266,6,female,floater,
6,267,6,female,floater,
6,268,6,female,floater,
6,269,6,female,floater,
6,270,6,female,floater,
6,271,6,female,floater,
6,273,6,female,floater,
6,274,6,female,floater,
6,275,6,female,floater,
6,276,6,female,floater,
6,277,6,female,floater,
6,278,6,female,floater,
6,279,6,female,floater,
6,280,6,female,floater,
6,281,6,female,floater,
6,282,6,female,floater,
6,283,6,female,floater,
6,284,6,female,floater,
6,285,6,female,floater,
6,286,6,female,floater,
6,287,6,female,floater,
6,288,6,female,floater,
6,289,6,female,floater,
6,291,6,female,floater,
6,292,6,female,floater,
6,293,6,female,floater,
6,294,6,female,floater,
6,295,6,female,floater,
6,296,6,female,floater,
6,297,6,female,floater,
6,299,6,female,floater,
6,300,6,male,floater,
6,302,5,male,floater,
6,304,4,female,floater,
6,307,3,female,floater,
6,310,3,male,floater,
6,312,3,male,floater,
6,313,3,male,subordinate,4.0
